,Inf,Name,Position,Nat,Age,Club,Transfer Value,Wage,Min AP,Min Fee Rls,Min Fee Rls to Foreign Clubs,Personality,Media Handling,Left Foot,Right Foot,1v1,Acc,Aer,Agg,Agi,Ant,Bal,Bra,Cmd,Cnt,Cmp,Cro,Dec,Det,Dri,Fin,Fir,Fla,Han,Hea,Jum,Kic,Ldr,Lon,Mar,OtB,Pac,Pas,Pos,Ref,Sta,Str,Tck,Tea,Tec,Thr,TRO,Vis,Wor,Cor,Height,Injury Risk,Expires,,Min Value,Max Value,Avg Value,height_feet,height_inch,height_cm,Months Remaining
5247, Wnt , Denis Vavro                   , D (C)                            , SVK ,27.0, FC København              , £750K - £8M     ,19000.0, -       , -           , -                            , Resolute            , Level-headed                , Weak          , Very Strong   ,4.0,13.0,2.0,16.0,11.0,13.0,14.0,16.0,1.0,12.0,10.0,10.0,10.0,16.0,5.0,10.0,10.0,6.0,1.0,13.0,16.0,3.0,7.0,14.0,14.0,12.0,15.0,12.0,14.0,1.0,15.0,16.0,15.0,14.0,11.0,2.0,2.0,8.0,14.0,5.0," 6'2""   ", Low         ,2026-12-31, ,750000.0,8000000.0,4375000.0,6,2,187.96,40.0
5249,     , Daniele Ghilardi              , D (C)                            , ITA ,20.0, Sampdoria                 , £220K - £6.2M   ,6000.0, -       , -           , -                            , Balanced            , Media-friendly              , Reasonable    , Very Strong   ,3.0,10.0,2.0,12.0,9.0,12.0,12.0,13.0,2.0,13.0,13.0,10.0,12.0,14.0,6.0,6.0,10.0,10.0,2.0,13.0,15.0,1.0,10.0,11.0,13.0,12.0,12.0,10.0,13.0,2.0,10.0,13.0,13.0,13.0,10.0,2.0,3.0,11.0,13.0,5.0," 6'2""   ", Low         ,2025-06-30, ,220000.0,6200000.0,3210000.0,6,2,187.96,22.0
5251,     , Henrik Heggheim               , D (C)                            , NOR ,22.0, Brøndby IF                , £140K - £1.4M   ,2800.0, -       , -           , -                            , Balanced            , Level-headed                , Reasonable    , Very Strong   ,3.0,14.0,1.0,13.0,11.0,13.0,13.0,12.0,2.0,11.0,14.0,6.0,10.0,13.0,10.0,6.0,12.0,8.0,3.0,11.0,12.0,2.0,13.0,5.0,13.0,6.0,13.0,11.0,12.0,3.0,12.0,13.0,13.0,13.0,11.0,2.0,3.0,10.0,12.0,4.0," 6'2""   ", Low         ,2025-06-30, ,140000.0,1400000.0,770000.0,6,2,187.96,22.0
5253,     , Dara Costelloe                ," AM (RL), ST (C)                  ", IRL ,20.0, Dundee                    , £1.1M - £2.4M   ,1500.0, -       , -           , -                            , Fairly Professional , Media-friendly              , Very Strong   , Fairly Strong ,1.0,13.0,1.0,12.0,11.0,11.0,11.0,10.0,2.0,10.0,9.0,9.0,7.0,13.0,11.0,12.0,10.0,14.0,2.0,10.0,12.0,1.0,4.0,8.0,5.0,11.0,14.0,10.0,6.0,1.0,12.0,10.0,6.0,10.0,9.0,2.0,3.0,9.0,12.0,5.0," 6'2""   ", Low         ,2024-06-30, ,1100000.0,2400000.0,1750000.0,6,2,187.96,10.0
5255, Inj , Aleksander Buksa              ," AM (C), ST (C)                   ", POL ,20.0, WSG Tirol                 , £350K - £3.5M   ,2800.0, -       , -           , -                            , Balanced            , Media-friendly              , Very Strong   , Fairly Strong ,1.0,13.0,3.0,5.0,12.0,11.0,12.0,13.0,1.0,9.0,11.0,8.0,11.0,14.0,11.0,11.0,10.0,12.0,3.0,12.0,15.0,3.0,7.0,12.0,5.0,12.0,11.0,9.0,6.0,3.0,12.0,14.0,6.0,14.0,9.0,1.0,3.0,10.0,13.0,5.0," 6'2""   ", Increased   ,2026-06-30, ,350000.0,3500000.0,1925000.0,6,2,187.96,34.0
5257,     , Damian Michalski              , D (RLC)                          , POL ,25.0, Fürth                     , £140K - £1.4M   ,5750.0, -       , -           , -                            , Fairly Determined   , Media-friendly              , Reasonable    , Very Strong   ,1.0,10.0,3.0,15.0,9.0,12.0,14.0,14.0,3.0,12.0,10.0,8.0,11.0,16.0,7.0,7.0,9.0,7.0,2.0,16.0,16.0,2.0,10.0,7.0,14.0,9.0,11.0,10.0,14.0,1.0,12.0,15.0,12.0,12.0,9.0,1.0,1.0,9.0,13.0,3.0," 6'2""   ", Normal      ,2025-06-30, ,140000.0,1400000.0,770000.0,6,2,187.96,22.0
5259,     , Botond Balogh                 , D (C)                            , HUN ,21.0, Parma                     , £2.5M - £4.9M   ,5750.0, -       , -           , -                            , Balanced            , Level-headed                , Weak          , Very Strong   ,2.0,13.0,3.0,12.0,13.0,14.0,13.0,15.0,2.0,12.0,10.0,5.0,11.0,13.0,8.0,5.0,11.0,9.0,4.0,13.0,14.0,3.0,9.0,6.0,13.0,7.0,13.0,11.0,13.0,2.0,12.0,13.0,13.0,13.0,11.0,2.0,2.0,8.0,13.0,5.0," 6'2""   ", Low         ,2025-06-30, ,2500000.0,4900000.0,3700000.0,6,2,187.96,22.0
5261,     , Nikolas Sattlberger           ," DM, M (C)                        ", AUT ,19.0, SK Rapid                  , £325K - £5.6M   ,650.0, -       , -           , -                            , Balanced            , Level-headed                , Strong        , Very Strong   ,3.0,13.0,3.0,9.0,12.0,11.0,12.0,14.0,2.0,11.0,12.0,6.0,11.0,14.0,9.0,6.0,12.0,8.0,1.0,11.0,16.0,2.0,7.0,9.0,10.0,8.0,13.0,11.0,13.0,3.0,12.0,15.0,9.0,13.0,10.0,3.0,3.0,11.0,15.0,6.0," 6'2""   ", Normal      ,2025-06-30, ,325000.0,5600000.0,2962500.0,6,2,187.96,22.0
5263,     , Jackson Irvine                ," DM, M/AM (C)                     ", AUS ,30.0, St. Pauli                 , £250K - £2.6M   ,10750.0, -       , -           , -                            , Professional        ," Evasive, Reserved           ", Reasonable    , Very Strong   ,1.0,11.0,3.0,16.0,10.0,15.0,14.0,15.0,3.0,14.0,12.0,8.0,12.0,18.0,11.0,12.0,11.0,10.0,1.0,16.0,16.0,2.0,17.0,9.0,12.0,15.0,14.0,12.0,12.0,1.0,16.0,12.0,12.0,18.0,11.0,2.0,3.0,12.0,16.0,3.0," 6'2""   ", Low         ,2025-06-30, ,250000.0,2600000.0,1425000.0,6,2,187.96,22.0
5265,     , Komnen Andrić                 ," AM (L), ST (C)                   ", SRB ,28.0, Clermont                  , £230K - £2.3M   ,4900.0, -       , -           , -                            , Balanced            , Level-headed                , Fairly Strong , Very Strong   ,1.0,10.0,1.0,11.0,10.0,13.0,13.0,9.0,4.0,13.0,13.0,9.0,15.0,12.0,10.0,13.0,12.0,10.0,1.0,13.0,14.0,1.0,10.0,9.0,8.0,13.0,11.0,11.0,10.0,3.0,12.0,14.0,8.0,16.0,12.0,2.0,1.0,12.0,13.0,9.0," 6'2""   ", Low         ,2025-06-30, ,230000.0,2300000.0,1265000.0,6,2,187.96,22.0
5267,     , Finn Cousin-Dawson            , D (RC)                           , NIR ,21.0, Blyth                     , £110K - £325K   ,550.0, -       , -           , -                            , Balanced            , Level-headed                , Weak          , Very Strong   ,2.0,10.0,3.0,14.0,8.0,10.0,8.0,15.0,4.0,10.0,10.0,4.0,10.0,12.0,3.0,3.0,7.0,5.0,1.0,11.0,12.0,2.0,8.0,4.0,11.0,8.0,10.0,9.0,10.0,3.0,12.0,13.0,12.0,12.0,7.0,2.0,2.0,8.0,14.0,2.0," 6'2""   ", Low         ,2024-06-30, ,110000.0,325000.0,217500.0,6,2,187.96,10.0
5269,     , Luca Moro                     , ST (C)                           , ITA ,22.0, Spezia                    , £375K - £3.5M   ,11000.0, -       , -           , -                            , Ambitious           , Media-friendly              , Reasonable    , Very Strong   ,1.0,13.0,3.0,12.0,13.0,13.0,13.0,11.0,3.0,13.0,12.0,9.0,12.0,14.0,13.0,13.0,12.0,10.0,3.0,12.0,14.0,3.0,11.0,12.0,5.0,13.0,12.0,11.0,10.0,3.0,13.0,12.0,7.0,11.0,13.0,1.0,2.0,10.0,12.0,10.0," 6'2""   ", Increased   ,2025-06-30, ,375000.0,3500000.0,1937500.0,6,2,187.96,22.0
5273,     , Felipe Aguilar                , D (C)                            , COL ,30.0, Independiente             , £400K - £4.1M   ,5000.0, -       , -           , -                            , Balanced            , Level-headed                , Reasonable    , Very Strong   ,1.0,12.0,1.0,13.0,10.0,12.0,13.0,16.0,1.0,12.0,10.0,7.0,12.0,14.0,9.0,9.0,12.0,10.0,3.0,14.0,16.0,1.0,11.0,8.0,12.0,10.0,10.0,12.0,13.0,1.0,14.0,14.0,13.0,13.0,12.0,3.0,3.0,10.0,12.0,8.0," 6'3""   ", Low         ,2025-03-31, ,400000.0,4099999.9999999995,2250000.0,6,3,190.5,19.0
5275,     , Anel Ahmedhodžić              , D (C)                            , BIH ,24.0, Sheff Utd                 , £11.5M - £17.5M ,25000.0, -       , -           , -                            , Perfectionist       , Media-friendly              , Reasonable    , Very Strong   ,1.0,13.0,2.0,14.0,9.0,14.0,12.0,14.0,2.0,13.0,13.0,12.0,14.0,15.0,10.0,5.0,12.0,10.0,3.0,14.0,15.0,2.0,12.0,7.0,13.0,9.0,14.0,14.0,13.0,3.0,13.0,13.0,14.0,11.0,12.0,1.0,2.0,13.0,11.0,5.0," 6'3""   ", Normal      ,2026-06-30, ,11500000.0,17500000.0,14500000.0,6,3,190.5,34.0
5277,     , Andrei Mărginean              ," DM, M (C)                        ", ROU ,22.0, Ternana                   , £120K - £1.2M   ,1600.0, -       , -           , -                            , Balanced            , Media-friendly              , Weak          , Very Strong   ,1.0,12.0,2.0,13.0,10.0,12.0,10.0,10.0,3.0,13.0,11.0,7.0,11.0,12.0,10.0,12.0,10.0,12.0,1.0,11.0,10.0,3.0,13.0,11.0,9.0,13.0,12.0,11.0,9.0,3.0,14.0,12.0,10.0,13.0,12.0,2.0,2.0,11.0,11.0,9.0," 6'3""   ", Increased   ,2024-06-30, ,120000.0,1200000.0,660000.0,6,3,190.5,10.0
5279,     , Joseph Colley                 , D (C)                            , GAM ,24.0, Wisła Kraków              , £100K - £300K   ,2000.0, -       , -           , -                            , Balanced            , Media-friendly              , Weak          , Very Strong   ,2.0,13.0,3.0,12.0,12.0,10.0,11.0,12.0,3.0,10.0,10.0,7.0,10.0,12.0,7.0,6.0,8.0,7.0,1.0,12.0,14.0,4.0,11.0,8.0,11.0,6.0,13.0,8.0,10.0,3.0,13.0,15.0,11.0,10.0,8.0,4.0,3.0,8.0,12.0,6.0," 6'3""   ", Low         ,2025-06-30, ,100000.0,300000.0,200000.0,6,3,190.5,22.0
5281, nEU , Luis Binks                    , D (C)                            , ENG ,21.0, Coventry                  , £2.2M - £4.4M   ,6750.0, -       , -           , -                            , Fairly Professional ," Media-friendly, Reserved    ", Very Strong   , Fairly Strong ,2.0,10.0,4.0,13.0,11.0,12.0,14.0,15.0,3.0,13.0,14.0,6.0,12.0,12.0,6.0,4.0,10.0,10.0,1.0,14.0,12.0,2.0,9.0,3.0,13.0,12.0,9.0,12.0,14.0,2.0,12.0,15.0,13.0,13.0,11.0,3.0,1.0,11.0,12.0,3.0," 6'3""   ", Very High   ,2026-06-30, ,2200000.0,4400000.0,3300000.0,6,3,190.5,34.0
5283,     , Herman Johansson              ," WB/M/AM (R), ST (C)              ", SWE ,25.0, Mjällby AIF               , £275K - £800K   ,650.0, -       , -           , -                            , Fairly Sporting     , Media-friendly              , Weak          , Very Strong   ,1.0,12.0,3.0,9.0,9.0,11.0,12.0,12.0,1.0,12.0,11.0,13.0,11.0,12.0,10.0,9.0,10.0,11.0,1.0,11.0,15.0,2.0,7.0,8.0,9.0,12.0,13.0,11.0,11.0,2.0,14.0,13.0,9.0,13.0,10.0,4.0,1.0,12.0,13.0,7.0," 6'3""   ", Low         ,2026-12-31, ,275000.0,800000.0,537500.0,6,3,190.5,40.0
5285, Inj , Emil Riis                     , ST (C)                           , DEN ,25.0, Preston                   , £120K - £6M     ,12000.0, -       , -           , -                            , Balanced            , Media-friendly              , Reasonable    , Very Strong   ,3.0,15.0,2.0,10.0,13.0,11.0,12.0,12.0,3.0,10.0,10.0,11.0,10.0,7.0,13.0,15.0,10.0,13.0,1.0,9.0,12.0,2.0,9.0,13.0,5.0,13.0,14.0,10.0,6.0,2.0,12.0,12.0,5.0,12.0,11.0,2.0,2.0,10.0,13.0,9.0," 6'3""   ", High        ,2025-06-30, ,120000.0,6000000.0,3060000.0,6,3,190.5,22.0
5287, Inj , Jhonder Cádiz                 , ST (C)                           , VEN ,28.0, Famalicão                 , £130K - £1.3M   ,3300.0, -       , -           , -                            , Balanced            , Level-headed                , Reasonable    , Very Strong   ,1.0,12.0,1.0,14.0,9.0,12.0,11.0,13.0,1.0,12.0,11.0,6.0,11.0,10.0,11.0,12.0,12.0,10.0,1.0,16.0,18.0,1.0,10.0,11.0,4.0,12.0,13.0,8.0,6.0,2.0,12.0,16.0,6.0,9.0,12.0,3.0,3.0,10.0,8.0,4.0," 6'3""   ", High        ,2025-06-30, ,130000.0,1300000.0,715000.0,6,3,190.5,22.0
5289, Inj , Josha Vagnoman                , D/WB (RL)                        , GER ,22.0, VfB Stuttgart             , £26M - £31M     ,24500.0, -       , -           , -                            , Balanced            , Level-headed                , Fairly Strong , Very Strong   ,2.0,14.0,3.0,12.0,11.0,12.0,14.0,14.0,2.0,11.0,11.0,11.0,11.0,14.0,13.0,8.0,11.0,12.0,1.0,12.0,14.0,3.0,9.0,9.0,10.0,14.0,15.0,11.0,11.0,3.0,15.0,14.0,11.0,14.0,11.0,3.0,2.0,11.0,15.0,4.0," 6'3""   ", High        ,2026-06-30, ,26000000.0,31000000.0,28500000.0,6,3,190.5,34.0
5291, Wnt , Ivaylo Chochev                ," DM, M (C)                        ", BUL ,30.0, CSKA 1948                 , £400K - £3.9M   ,2900.0, -       , -           , -                            , Model Citizen       , Unflappable                 , Very Strong   , Reasonable    ,1.0,12.0,2.0,9.0,12.0,14.0,13.0,7.0,2.0,13.0,15.0,11.0,14.0,18.0,13.0,15.0,13.0,15.0,3.0,13.0,15.0,3.0,12.0,12.0,11.0,15.0,12.0,14.0,13.0,2.0,12.0,11.0,12.0,16.0,13.0,4.0,1.0,13.0,11.0,10.0," 6'3""   ", Increased   ,2027-06-30, ,400000.0,3900000.0,2150000.0,6,3,190.5,46.0
5295, Wnt , Ionuţ Nedelcearu              , D (C)                            , ROU ,27.0, Palermo                   , £325K - £1M     ,7000.0, -       , -           , -                            , Fairly Loyal        , Level-headed                , Weak          , Very Strong   ,1.0,11.0,1.0,13.0,10.0,11.0,14.0,14.0,3.0,11.0,12.0,12.0,11.0,13.0,11.0,9.0,10.0,8.0,1.0,14.0,15.0,2.0,13.0,8.0,13.0,9.0,11.0,13.0,12.0,4.0,14.0,14.0,13.0,13.0,10.0,1.0,3.0,9.0,12.0,5.0," 6'3""   ", Low         ,2025-06-30, ,325000.0,1000000.0,662500.0,6,3,190.5,22.0
5297,     , Roberto Piccoli               ," AM (C), ST (C)                   ", ITA ,22.0, Salento                   , £650K - £6.8M   ,9250.0, -       , -           , -                            , Resolute            , Level-headed                , Reasonable    , Very Strong   ,2.0,12.0,1.0,10.0,12.0,14.0,15.0,13.0,2.0,14.0,13.0,8.0,13.0,16.0,11.0,13.0,12.0,8.0,2.0,15.0,16.0,3.0,9.0,9.0,5.0,14.0,12.0,11.0,5.0,3.0,14.0,15.0,6.0,15.0,13.0,1.0,1.0,9.0,14.0,5.0," 6'3""   ", Low         ,2025-06-30, ,650000.0,6800000.0,3725000.0,6,3,190.5,22.0
5299,     , Robin Pröpper                 , D (C)                            , NED ,29.0, FC Twente                 , £4.1M - £6.2M   ,2100.0, -       , -           , -                            , Fairly Loyal        , Outspoken                   , Fairly Strong , Very Strong   ,3.0,11.0,1.0,15.0,12.0,11.0,14.0,12.0,3.0,11.0,13.0,7.0,12.0,12.0,12.0,8.0,11.0,5.0,3.0,15.0,14.0,3.0,16.0,11.0,13.0,10.0,12.0,12.0,14.0,1.0,14.0,12.0,12.0,15.0,9.0,2.0,1.0,10.0,15.0,9.0," 6'3""   ", Low         ,2027-06-30, ,4099999.9999999995,6200000.0,5150000.0,6,3,190.5,46.0
5301, Inj , Luan Peres                    , D (LC)                           , BRA ,29.0, Fenerbahçe                , £1.2M - £9.8M   ,24500.0, -       , -           , -                            , Fairly Determined   ," Outspoken, Media-friendly   ", Very Strong   , Weak          ,3.0,10.0,1.0,14.0,12.0,13.0,14.0,13.0,4.0,14.0,12.0,8.0,13.0,15.0,10.0,6.0,11.0,6.0,1.0,14.0,15.0,2.0,11.0,8.0,15.0,10.0,12.0,11.0,13.0,2.0,13.0,15.0,15.0,13.0,11.0,3.0,1.0,11.0,10.0,6.0," 6'3""   ", N/A         ,2025-06-30, ,1200000.0,9800000.0,5500000.0,6,3,190.5,22.0
5303, Wnt , Bébé                          , AM (RL)                          , CPV ,33.0, Vallecano                 , £110K - £1.1M   ,3100.0, -       , £2.5M       , -                            , Fairly Ambitious    , Level-headed                , Fairly Strong , Very Strong   ,3.0,15.0,2.0,10.0,12.0,8.0,11.0,8.0,4.0,7.0,7.0,11.0,10.0,14.0,14.0,11.0,12.0,17.0,2.0,10.0,15.0,2.0,12.0,15.0,4.0,13.0,16.0,12.0,7.0,3.0,14.0,15.0,7.0,7.0,14.0,3.0,3.0,8.0,13.0,10.0," 6'3""   ", Normal      ,2025-06-30, ,110000.0,1100000.0,605000.0,6,3,190.5,22.0
5305,     , Alessandro Deiola             ," DM, M (C)                        ", ITA ,28.0, Cagliari                  , £190K - £1.9M   ,12250.0, -       , -           , -                            , Balanced            ," Outspoken, Media-friendly   ", Reasonable    , Very Strong   ,3.0,12.0,1.0,12.0,12.0,12.0,13.0,12.0,1.0,12.0,12.0,11.0,13.0,10.0,11.0,10.0,10.0,10.0,1.0,11.0,15.0,2.0,10.0,11.0,12.0,13.0,14.0,11.0,13.0,1.0,14.0,14.0,12.0,14.0,12.0,3.0,1.0,12.0,13.0,10.0," 6'3""   ", Low         ,2024-06-30, ,190000.0,1900000.0,1045000.0,6,3,190.5,10.0
5307,     , Chris Basham                  ," D (C), DM, M (C)                 ", ENG ,35.0, Sheff Utd                 , £130K - £1.3M   ,22000.0, -       , -           , -                            , Resolute            , Reserved                    , Reasonable    , Very Strong   ,3.0,11.0,2.0,12.0,10.0,13.0,12.0,16.0,2.0,13.0,12.0,10.0,12.0,15.0,9.0,7.0,10.0,10.0,1.0,13.0,13.0,2.0,14.0,8.0,13.0,12.0,10.0,11.0,13.0,2.0,13.0,13.0,14.0,14.0,11.0,1.0,2.0,12.0,16.0,6.0," 6'3""   ", High        ,2024-06-30, ,130000.0,1300000.0,715000.0,6,3,190.5,10.0
5311,     , Joan González                 ," DM, M (C)                        ", ESP ,21.0, Salento                   , £6M - £7.2M     ,10500.0, -       , -           , -                            , Fairly Determined   , Level-headed                , Weak          , Very Strong   ,1.0,13.0,3.0,14.0,13.0,14.0,13.0,12.0,2.0,14.0,12.0,10.0,12.0,15.0,11.0,11.0,14.0,8.0,3.0,13.0,13.0,1.0,8.0,11.0,12.0,14.0,14.0,14.0,12.0,3.0,14.0,13.0,13.0,13.0,13.0,3.0,3.0,13.0,13.0,7.0," 6'3""   ", Low         ,2027-06-30, ,6000000.0,7200000.0,6600000.0,6,3,190.5,46.0
5313,     , Matteo Hotop                  , GK                               , AUT ,20.0, SV Horn                   , £350K - £1M     ,525.0, -       , -           , -                            , Balanced            , Media-friendly              , Weak          , Very Strong   ,9.0,10.0,13.0,7.0,11.0,11.0,13.0,13.0,11.0,9.0,12.0,3.0,9.0,3.0,1.0,2.0,7.0,2.0,9.0,4.0,13.0,11.0,11.0,9.0,6.0,3.0,11.0,8.0,14.0,12.0,13.0,11.0,6.0,13.0,6.0,14.0,8.0,12.0,13.0,4.0," 6'3""   ", Low         ,2025-06-30, ,350000.0,1000000.0,675000.0,6,3,190.5,22.0
5315,     , Jubal                         , D (C)                            , BRA ,29.0, AJ Auxerre                , £375K - £3.7M   ,7250.0, -       , -           , -                            , Balanced            , Level-headed                , Weak          , Very Strong   ,1.0,12.0,3.0,14.0,12.0,14.0,13.0,15.0,3.0,15.0,11.0,6.0,12.0,14.0,8.0,8.0,8.0,8.0,2.0,14.0,15.0,3.0,13.0,7.0,13.0,10.0,13.0,10.0,12.0,2.0,13.0,13.0,13.0,13.0,11.0,2.0,1.0,9.0,13.0,5.0," 6'3""   ", Low         ,2025-06-30, ,375000.0,3700000.0,2037500.0,6,3,190.5,22.0
5319,     , Filip Kaloč                   ," DM, M (C)                        ", CZE ,23.0, Kaiserslautern            , £140K - £1.4M   ,900.0, -       , -           , -                            , Balanced            , Level-headed                , Reasonable    , Very Strong   ,3.0,12.0,3.0,15.0,11.0,11.0,14.0,14.0,1.0,11.0,12.0,8.0,11.0,14.0,12.0,8.0,12.0,8.0,1.0,9.0,13.0,1.0,14.0,14.0,11.0,11.0,12.0,12.0,11.0,1.0,15.0,13.0,11.0,13.0,12.0,3.0,2.0,12.0,14.0,6.0," 6'3""   ", Low         ,2026-06-30, ,140000.0,1400000.0,770000.0,6,3,190.5,34.0
5321,     , Moussa Diarra                 , D (C)                            , MLI ,21.0, Málaga                    , £700K - £1.5M   ,1300.0, -       , £1.3M       , -                            , Balanced            , Media-friendly              , Reasonable    , Very Strong   ,1.0,14.0,3.0,13.0,11.0,11.0,11.0,11.0,3.0,12.0,10.0,8.0,11.0,7.0,7.0,4.0,9.0,5.0,3.0,12.0,11.0,2.0,10.0,6.0,12.0,5.0,14.0,10.0,12.0,1.0,12.0,11.0,12.0,10.0,9.0,3.0,3.0,8.0,11.0,5.0," 6'3""   ", Increased   ,2026-06-30, ,700000.0,1500000.0,1100000.0,6,3,190.5,34.0
5323,     , Antonio Adán                  , GK                               , ESP ,36.0, Sporting CP               , £240K - £2.4M   ,29000.0, -       , £38.5M      , -                            , Fairly Professional , Level-headed                , Very Strong   , Reasonable    ,16.0,9.0,14.0,11.0,13.0,15.0,14.0,15.0,11.0,13.0,14.0,1.0,14.0,13.0,3.0,2.0,7.0,4.0,14.0,4.0,14.0,13.0,16.0,1.0,2.0,5.0,9.0,8.0,15.0,15.0,13.0,14.0,1.0,12.0,8.0,12.0,14.0,10.0,14.0,4.0," 6'3""   ", Low         ,2024-06-30, ,240000.0,2400000.0,1320000.0,6,3,190.5,10.0
5325,     , Aljaž Casar                   ," DM, M/AM (C)                     ", SVN ,22.0, Hallescher FC             , £150K - £425K   ,850.0, -       , -           , -                            , Balanced            , Media-friendly              , Weak          , Very Strong   ,1.0,13.0,1.0,15.0,12.0,11.0,14.0,13.0,3.0,9.0,12.0,7.0,10.0,7.0,10.0,5.0,12.0,12.0,1.0,13.0,15.0,3.0,4.0,9.0,9.0,12.0,13.0,11.0,12.0,1.0,13.0,16.0,10.0,13.0,8.0,1.0,3.0,11.0,13.0,5.0," 6'3""   ", Low         ,2024-06-30, ,150000.0,425000.0,287500.0,6,3,190.5,10.0
5327,     , Domingos Duarte               , D (C)                            , POR ,28.0, Getafe                    , £6.2M - £7.8M   ,15500.0, -       , £23M        , -                            , Fairly Professional , Reserved                    , Weak          , Very Strong   ,1.0,12.0,3.0,14.0,12.0,13.0,14.0,14.0,1.0,15.0,13.0,6.0,13.0,14.0,9.0,9.0,11.0,7.0,3.0,14.0,15.0,3.0,13.0,6.0,15.0,8.0,13.0,11.0,15.0,1.0,15.0,15.0,14.0,15.0,11.0,4.0,3.0,8.0,14.0,4.0," 6'3""   ", Normal      ,2026-06-30, ,6200000.0,7800000.0,7000000.0,6,3,190.5,34.0
5329,     , Josip Posavec                 , GK                               , CRO ,27.0, AaB                       , £100K - £1M     ,3400.0, -       , -           , -                            , Fairly Professional , Level-headed                , Weak          , Very Strong   ,14.0,13.0,14.0,9.0,15.0,11.0,12.0,14.0,11.0,9.0,8.0,3.0,11.0,11.0,1.0,3.0,10.0,6.0,8.0,6.0,15.0,8.0,5.0,2.0,1.0,4.0,12.0,8.0,12.0,15.0,12.0,12.0,3.0,11.0,8.0,11.0,15.0,6.0,10.0,6.0," 6'3""   ", Low         ,2025-06-30, ,100000.0,1000000.0,550000.0,6,3,190.5,22.0
